customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_Segment,EstimatedCLV,AvgChargesPerMonth,TenureCategory,TotalServices,HasFamily,HighValueCustomer,ContractRisk,PaymentRisk,CustomerSegment,RiskScore,RiskLevel
0565-JUPYD,Male,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),104.5,6590.8,No,Very High (>$95),6583.5,104.61587301587302,Long-term (>3 years),7,0,1,2,1,Premium Long-term,9,Low Risk
6867-ACCZI,Female,0,Yes,Yes,24,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,52.5,1208.15,No,Medium ($35-65),1260.0,50.33958333333334,Medium (1-3 years),6,1,0,1,2,Medium-term,8,Low Risk
5939-XAIXZ,Female,0,No,No,19,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.1,1033.9,No,Medium ($35-65),1065.9,54.415789473684214,Medium (1-3 years),3,0,0,3,2,Medium-term,16,Medium Risk
9054-FOWNV,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.75,1885.15,No,High ($65-95),1952.5,85.68863636363636,Medium (1-3 years),4,1,0,3,3,Medium-term,16,Medium Risk
2683-BPJSO,Male,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.45,2467.1,Yes,High ($65-95),2449.05,85.07241379310345,Medium (1-3 years),4,1,0,3,3,Medium-term,15,Medium Risk
2157-MXBJS,Male,0,Yes,No,13,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,75.3,989.45,Yes,High ($65-95),978.9,76.11153846153846,Medium (1-3 years),5,1,0,2,2,Medium-term,11,Low Risk
8207-VVMYB,Female,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.0,2006.95,No,Low (≤$35),1820.0,28.670714285714286,Long-term (>3 years),1,1,0,1,1,Economy Long-term,8,Low Risk
9732-EQMWY,Female,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.4,5025.0,No,Very High (>$95),4870.6,102.55102040816327,Long-term (>3 years),6,1,1,3,3,Premium Long-term,15,Medium Risk
9360-AHGNL,Female,1,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,109.55,4830.25,Yes,Very High (>$95),4710.65,112.3313953488372,Long-term (>3 years),7,1,1,2,2,Premium Long-term,12,Medium Risk
1087-UDSIH,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,59.75,Yes,Low (≤$35),58.800000000000004,19.916666666666668,New (≤1 year),1,0,0,3,2,Economy New,22,High Risk
5269-NRGDP,Male,0,Yes,Yes,42,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,73.15,3088.25,No,High ($65-95),3072.3,73.5297619047619,Long-term (>3 years),6,1,0,2,3,Economy Long-term,12,Medium Risk
6195-MELTI,Male,0,No,No,57,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,54.65,3134.7,No,Medium ($35-65),3115.0499999999997,54.99473684210526,Long-term (>3 years),4,0,0,2,2,Economy Long-term,11,Low Risk
5485-WUYWF,Male,1,No,No,2,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,94.55,Yes,High ($65-95),132.8,47.275,New (≤1 year),5,0,0,3,1,Economy New,19,High Risk
2121-JAFOM,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.55,8312.4,No,Very High (>$95),8319.6,115.44999999999999,Long-term (>3 years),8,1,1,1,1,Premium Long-term,5,Low Risk
8818-DOPVL,Female,1,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,4863.85,No,Very High (>$95),4804.7,105.7358695652174,Long-term (>3 years),6,0,1,3,3,Premium Long-term,18,High Risk
2632-UCGVD,Male,1,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,6871.9,Yes,Very High (>$95),6603.3,104.11969696969696,Long-term (>3 years),5,1,1,3,1,Premium Long-term,13,Medium Risk
5445-PZWGX,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,102.0,6529.25,Yes,Very High (>$95),6324.0,105.31048387096774,Long-term (>3 years),6,0,1,2,3,Premium Long-term,13,Medium Risk
1227-UDMZR,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.15,6637.9,No,High ($65-95),6562.8,92.19305555555555,Long-term (>3 years),8,1,1,1,1,Premium Long-term,5,Low Risk
5198-HQAEN,Male,0,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.7,3165.6,No,High ($65-95),3139.5,90.44571428571429,Medium (1-3 years),5,1,0,2,3,Medium-term,12,Medium Risk
9170-CCKOU,Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),90.2,1454.15,Yes,High ($65-95),1533.4,85.53823529411765,Medium (1-3 years),5,1,1,3,1,Medium-term,12,Medium Risk
2167-FQSTQ,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,92.4,6786.1,No,High ($65-95),6652.8,94.2513888888889,Long-term (>3 years),8,1,1,1,3,Premium Long-term,9,Low Risk
2819-GWENI,Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,543.0,No,Low (≤$35),557.1999999999999,19.392857142857142,Medium (1-3 years),1,1,0,2,2,Medium-term,13,Medium Risk
1043-YCUTE,Male,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.15,1327.15,Yes,Low (≤$35),1408.3999999999999,23.699107142857144,Long-term (>3 years),1,1,0,1,1,Economy Long-term,8,Low Risk
3814-MLAXC,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.85,2404.15,Yes,High ($65-95),2475.35,77.55322580645162,Medium (1-3 years),3,0,0,3,1,Medium-term,13,Medium Risk
3572-UUHRS,Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.85,867.3,No,Low (≤$35),848.2500000000001,19.273333333333333,Long-term (>3 years),1,0,0,2,1,Economy Long-term,12,Medium Risk
2692-PFYTJ,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.75,25.75,No,Low (≤$35),25.75,25.75,New (≤1 year),1,0,0,3,2,Economy New,22,High Risk
1226-UDFZR,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.6,114.7,Yes,Medium ($35-65),99.2,57.35,New (≤1 year),3,0,0,3,2,Economy New,20,High Risk
5955-EPOAZ,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.95,109.5,No,Low (≤$35),125.69999999999999,18.25,New (≤1 year),1,0,0,3,2,Economy New,22,High Risk
6821-JPCDC,Female,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.05,4692.95,No,Very High (>$95),4658.4,97.76979166666666,Long-term (>3 years),6,1,1,2,3,Premium Long-term,12,Medium Risk
8815-LMFLX,Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.4,546.85,No,Low (≤$35),635.0,21.874000000000002,Medium (1-3 years),1,1,0,3,1,Medium-term,14,Medium Risk
9135-HSWOC,Male,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.7,1274.05,No,Low (≤$35),1260.8,19.90703125,Long-term (>3 years),1,1,0,1,1,Economy Long-term,8,Low Risk
8582-KRHPJ,Male,0,No,No,50,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35.0,1782.4,No,Low (≤$35),1750.0,35.648,Long-term (>3 years),3,0,0,3,2,Economy Long-term,15,Medium Risk
5811-IWXYM,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),101.25,5301.1,No,Very High (>$95),5265.0,101.94423076923077,Long-term (>3 years),5,1,1,2,1,Premium Long-term,8,Low Risk
7044-YAACC,Male,1,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,280.35,No,High ($65-95),280.8,70.0875,New (≤1 year),2,1,0,3,3,Economy New,23,High Risk
8189-XRIKE,Female,1,No,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.95,2897.95,No,High ($65-95),2910.4,90.5609375,Medium (1-3 years),4,0,1,3,3,Medium-term,18,High Risk
1506-YJTYT,Male,0,Yes,Yes,45,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),73.85,3371.0,No,High ($65-95),3323.2499999999995,74.91111111111111,Long-term (>3 years),6,1,0,1,1,Economy Long-term,5,Low Risk
4123-DVHPH,Male,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.05,801.3,No,High ($65-95),792.4499999999999,89.03333333333333,New (≤1 year),4,1,0,3,3,Economy New,18,High Risk
6425-YQLLO,Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.95,6975.25,Yes,Very High (>$95),6992.7,105.68560606060606,Long-term (>3 years),6,1,1,2,1,Premium Long-term,10,Low Risk
5442-UTCVD,Male,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.85,257.05,Yes,High ($65-95),275.54999999999995,85.68333333333334,New (≤1 year),4,1,1,3,3,Premium New,20,High Risk
2228-BZDEE,Female,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,1079.45,No,Low (≤$35),1085.4,19.989814814814817,Long-term (>3 years),1,0,0,1,2,Economy Long-term,11,Low Risk
7734-DBOAI,Female,0,Yes,Yes,1,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,40.1,40.1,Yes,Medium ($35-65),40.1,40.1,New (≤1 year),3,1,0,3,3,Economy New,21,High Risk
2789-CZANW,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),110.3,6997.3,No,Very High (>$95),7059.2,109.3328125,Long-term (>3 years),7,1,1,1,1,Premium Long-term,5,Low Risk
2091-RFFBA,Female,1,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.9,2217.15,Yes,High ($65-95),2290.9,71.5209677419355,Medium (1-3 years),2,0,0,3,3,Medium-term,19,High Risk
2114-MGINA,Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.8,1129.1,Yes,High ($65-95),1257.2,80.64999999999999,Medium (1-3 years),4,0,0,3,2,Medium-term,15,Medium Risk
7596-LDUXP,Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),85.15,979.05,No,High ($65-95),1021.8000000000001,81.58749999999999,New (≤1 year),4,0,0,2,1,Economy New,12,Medium Risk
3740-RLMVT,Male,1,Yes,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),60.95,4119.4,No,Medium ($35-65),4083.65,61.483582089552236,Long-term (>3 years),5,1,0,2,1,Economy Long-term,10,Low Risk
4489-SNOJF,Female,0,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,72.25,2568.55,Yes,High ($65-95),2528.75,73.38714285714286,Medium (1-3 years),6,1,0,3,3,Medium-term,15,Medium Risk
2192-OZITF,Female,0,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,73.55,3349.1,No,High ($65-95),3309.75,74.42444444444445,Long-term (>3 years),5,0,0,1,2,Economy Long-term,8,Low Risk
5651-CPDND,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,492.1,No,Medium ($35-65),460.0,49.21,New (≤1 year),2,0,0,3,2,Economy New,18,High Risk
2186-QZEYA,Female,1,No,No,29,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.55,1718.95,No,Medium ($35-65),1697.9499999999998,59.27413793103448,Medium (1-3 years),4,0,0,3,1,Medium-term,14,Medium Risk
1131-ALZWV,Female,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.6,605.25,No,Low (≤$35),590.4000000000001,25.21875,Medium (1-3 years),1,0,0,2,1,Medium-term,13,Medium Risk
7729-XBTWX,Male,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.75,1344.5,No,Low (≤$35),1303.5,20.37121212121212,Long-term (>3 years),1,1,0,1,2,Economy Long-term,10,Low Risk
9134-WYRVP,Male,0,No,No,51,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,86.35,4267.15,No,High ($65-95),4403.849999999999,83.66960784313724,Long-term (>3 years),4,0,0,2,2,Economy Long-term,11,Low Risk
3284-SVCRO,Female,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1121.05,No,Low (≤$35),1147.5,24.912222222222223,Long-term (>3 years),1,1,0,1,2,Economy Long-term,10,Low Risk
9732-OUYRN,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.0,918.7,No,Low (≤$35),931.0,18.748979591836736,Long-term (>3 years),1,1,0,2,1,Economy Long-term,11,Low Risk
0559-CKHUS,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.55,521.8,No,Low (≤$35),566.95,17.99310344827586,Medium (1-3 years),1,1,0,1,2,Medium-term,10,Low Risk
2931-SVLTV,Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.1,4469.1,No,Very High (>$95),4404.0,111.7275,Long-term (>3 years),7,1,1,3,1,Premium Long-term,11,Low Risk
6899-PPEEA,Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.55,3580.3,Yes,Very High (>$95),3572.35,96.76486486486488,Long-term (>3 years),4,0,1,3,3,Premium Long-term,18,High Risk
7504-UWHNB,Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.75,1729.35,No,High ($65-95),1743.75,69.17399999999999,Medium (1-3 years),2,0,0,3,3,Medium-term,17,Medium Risk
2582-FFFZR,Female,0,No,No,22,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.6,1073.3,No,Medium ($35-65),1113.2,48.78636363636363,Medium (1-3 years),4,0,0,3,3,Medium-term,17,Medium Risk
8908-NMQTX,Male,0,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.6,4566.5,No,High ($65-95),4723.2,63.423611111111114,Long-term (>3 years),7,0,0,1,1,Economy Long-term,6,Low Risk
2187-LZGPL,Female,0,No,No,7,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.1,293.3,Yes,Medium ($35-65),280.7,41.9,New (≤1 year),3,0,0,3,1,Economy New,16,Medium Risk
1431-AIDJQ,Male,0,Yes,Yes,33,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),82.1,2603.1,No,High ($65-95),2709.2999999999997,78.88181818181818,Medium (1-3 years),7,1,0,1,1,Medium-term,5,Low Risk
6288-LBEAR,Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,79.1,1783.75,No,High ($65-95),1819.3,77.55434782608695,Medium (1-3 years),4,0,0,3,2,Medium-term,15,Medium Risk
4597-NUCQV,Male,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,2440.15,Yes,Very High (>$95),2430.0,101.67291666666667,Medium (1-3 years),5,0,1,3,3,Medium-term,19,High Risk
9019-QVLZD,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.55,79.55,Yes,High ($65-95),79.55,79.55,New (≤1 year),3,0,0,3,3,Economy New,22,High Risk
8413-YNHNV,Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,90.65,6322.1,No,High ($65-95),6254.85,91.62463768115943,Long-term (>3 years),8,0,1,1,2,Premium Long-term,8,Low Risk
5808-TOTXO,Female,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,57.4,No,Low (≤$35),61.650000000000006,19.133333333333333,New (≤1 year),1,1,0,2,1,Economy New,16,Medium Risk
4369-NYSCF,Male,0,No,No,56,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.75,4284.65,No,High ($65-95),4242.0,76.51160714285713,Long-term (>3 years),6,0,0,2,1,Economy Long-term,9,Low Risk
6333-YDVLT,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.0,7138.65,No,Very High (>$95),7150.0,109.8253846153846,Long-term (>3 years),7,0,1,2,1,Premium Long-term,9,Low Risk
5324-KTGCG,Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.85,1539.75,No,Low (≤$35),1480.3500000000001,21.68661971830986,Long-term (>3 years),1,1,0,2,3,Economy Long-term,15,Medium Risk
5599-HVLTW,Female,1,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,1058.1,No,High ($65-95),1124.8999999999999,75.57857142857142,Medium (1-3 years),3,0,0,3,1,Medium-term,16,Medium Risk
7394-LWLYN,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,123.8,No,High ($65-95),140.3,61.9,New (≤1 year),2,0,0,3,3,Economy New,22,High Risk
3707-LRWZD,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,84.05,2781.85,Yes,High ($65-95),2689.6,86.9328125,Medium (1-3 years),3,0,0,2,3,Medium-term,14,Medium Risk
6873-UDNLD,Male,0,No,No,40,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,67.45,2731.0,No,High ($65-95),2698.0,68.275,Long-term (>3 years),5,0,0,3,3,Economy Long-term,16,Medium Risk
2700-LUEVA,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.75,20.75,No,Low (≤$35),20.75,20.75,New (≤1 year),1,0,0,3,1,Economy New,20,High Risk
1455-ESIQH,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.1,89.1,Yes,High ($65-95),89.1,89.1,New (≤1 year),4,0,0,3,3,Economy New,21,High Risk
0958-YHXGP,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,497.3,No,High ($65-95),489.30000000000007,71.04285714285714,New (≤1 year),2,0,0,3,2,Economy New,18,High Risk
1101-SSWAG,Female,0,Yes,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.1,711.15,No,Medium ($35-65),766.5,47.41,Medium (1-3 years),2,1,0,3,3,Medium-term,17,Medium Risk
2979-SXESE,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.4,1607.2,Yes,High ($65-95),1604.8000000000002,94.54117647058824,Medium (1-3 years),5,1,1,3,3,Medium-term,16,Medium Risk
4013-TLDHQ,Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.25,1490.95,Yes,High ($65-95),1486.75,78.47105263157896,Medium (1-3 years),4,0,0,3,3,Medium-term,17,Medium Risk
5743-KHMNA,Male,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.55,1898.1,No,Low (≤$35),1814.05,26.733802816901406,Long-term (>3 years),1,0,0,1,1,Economy Long-term,9,Low Risk
4194-FJARJ,Female,0,Yes,Yes,54,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),60.0,3273.95,No,Medium ($35-65),3240.0,60.6287037037037,Long-term (>3 years),4,1,0,1,1,Economy Long-term,5,Low Risk
5325-UWTWJ,Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),90.55,2929.75,No,High ($65-95),2807.0499999999997,94.50806451612904,Medium (1-3 years),5,1,1,3,1,Medium-term,11,Low Risk
3969-GYXEL,Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,76.4,838.7,No,High ($65-95),840.4000000000001,76.24545454545455,New (≤1 year),3,0,0,3,3,Economy New,20,High Risk
9208-OLGAQ,Female,1,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.95,1443.65,No,High ($65-95),1529.1000000000001,80.20277777777778,Medium (1-3 years),4,0,0,3,3,Medium-term,19,High Risk
3244-CQPHU,Female,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.1,7746.7,No,Very High (>$95),7927.2,107.59305555555555,Long-term (>3 years),7,0,1,1,1,Premium Long-term,8,Low Risk
2674-MLXMN,Female,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.65,6951.15,No,Very High (>$95),7075.150000000001,97.90352112676055,Long-term (>3 years),5,0,1,3,1,Premium Long-term,14,Medium Risk
9708-HPXWZ,Male,1,No,No,5,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),45.4,214.75,No,Medium ($35-65),227.0,42.95,New (≤1 year),4,0,0,3,1,Economy New,19,High Risk
6992-TKNYO,Male,0,Yes,No,38,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),69.0,2669.45,No,High ($65-95),2622.0,70.2486842105263,Long-term (>3 years),5,1,0,2,1,Economy Long-term,8,Low Risk
4468-YDOVK,Male,0,No,Yes,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.65,235.2,No,Medium ($35-65),243.25,47.04,New (≤1 year),3,1,0,3,1,Economy New,17,Medium Risk
3754-DXMRT,Male,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.15,92.65,Yes,Medium ($35-65),88.3,46.325,New (≤1 year),2,0,0,3,3,Economy New,24,High Risk
5792-JALQC,Female,1,No,No,52,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),59.85,3103.25,No,Medium ($35-65),3112.2000000000003,59.67788461538461,Long-term (>3 years),4,0,0,1,1,Economy Long-term,8,Low Risk
7130-VTEWQ,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,Yes,High ($65-95),606.0,75.78125,New (≤1 year),2,0,0,3,3,Economy New,22,High Risk
2200-DSAAL,Female,0,No,No,68,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,80.65,5330.2,No,High ($65-95),5484.200000000001,78.38529411764705,Long-term (>3 years),6,0,0,1,3,Economy Long-term,10,Low Risk
4302-ZYFEL,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1403.1,No,Low (≤$35),1417.95,20.33478260869565,Long-term (>3 years),1,1,0,2,1,Economy Long-term,11,Low Risk
9351-LZYGF,Female,0,Yes,No,42,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),66.4,2727.8,No,High ($65-95),2788.8,64.94761904761906,Long-term (>3 years),5,1,0,3,1,Economy Long-term,11,Low Risk
4366-CTOUZ,Female,0,No,No,50,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,100.2,5038.45,No,Very High (>$95),5010.0,100.76899999999999,Long-term (>3 years),6,0,1,1,2,Premium Long-term,8,Low Risk
6121-VZNQB,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.1,19.1,Yes,Low (≤$35),19.1,19.1,New (≤1 year),1,0,0,3,2,Economy New,22,High Risk
7903-CMPEY,Male,1,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.3,80.3,Yes,High ($65-95),80.3,80.3,New (≤1 year),3,1,0,3,3,Economy New,23,High Risk
1518-OMDIK,Male,0,Yes,No,33,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,1462.6,No,Medium ($35-65),1470.1499999999999,44.32121212121212,Medium (1-3 years),2,1,0,3,1,Medium-term,12,Medium Risk
